,Header,Tag,Dataset_name,Index
3127,project_tags,#meta+tags,List of activities in Haiti.CSV,793
3128,project_name,#activity+name,List of activities in Haiti.CSV,793
3129,project_description,#activity+description,List of activities in Haiti.CSV,793
3130,activities,#activity+details,List of activities in Haiti.CSV,793
3131,additional_information,#meta+notes,List of activities in Haiti.CSV,793
3132,start_date,#date+start,List of activities in Haiti.CSV,793
3133,end_date,#date+end,List of activities in Haiti.CSV,793
3134,sectors,#sector+list,List of activities in Haiti.CSV,793
3135,cross_cutting_issues,#subsector+crosscut,List of activities in Haiti.CSV,793
3136,budget_numeric,#budget+num,List of activities in Haiti.CSV,793
3137,budget_currency,#budget+currency,List of activities in Haiti.CSV,793
3138,budget_value_date,#date+budget,List of activities in Haiti.CSV,793
3139,international_partners,,List of activities in Haiti.CSV,793
3140,local_partners,#org+partner+local+list,List of activities in Haiti.CSV,793
3141,prime_awardee,#org+prime,List of activities in Haiti.CSV,793
3142,target_project_reach,#targeted+num,List of activities in Haiti.CSV,793
3143,actual_project_reach,#reached+num,List of activities in Haiti.CSV,793
3144,project_reach_unit,#targeted+type,List of activities in Haiti.CSV,793
3145,target_groups,#targeted+description,List of activities in Haiti.CSV,793
3146,geographic_scope,,List of activities in Haiti.CSV,793
3147,location,#loc,List of activities in Haiti.CSV,793
3148,project_website,#meta+url,List of activities in Haiti.CSV,793
3149,date_provided,#date+provided,List of activities in Haiti.CSV,793
3150,date_updated,#date+updated,List of activities in Haiti.CSV,793
3151,status,#status+code,List of activities in Haiti.CSV,793
3152,donors,#org+donor+list,List of activities in Haiti.CSV,793
3153,humanitarian,,List of activities in Haiti.CSV,793
3154,organization,#org+implementing+name,List of activities in Myanmar.CSV,794
3155,interaction_intervention_id,#meta+id+interaction,List of activities in Myanmar.CSV,794
3156,org_intervention_id,#meta+id+org,List of activities in Myanmar.CSV,794
3157,project_tags,#meta+tags,List of activities in Myanmar.CSV,794
3158,project_name,#activity+name,List of activities in Myanmar.CSV,794
3159,project_description,#activity+description,List of activities in Myanmar.CSV,794
3160,activities,#activity+details,List of activities in Myanmar.CSV,794
3161,additional_information,#meta+notes,List of activities in Myanmar.CSV,794
3162,start_date,#date+start,List of activities in Myanmar.CSV,794
3163,end_date,#date+end,List of activities in Myanmar.CSV,794
3164,sectors,#sector+list,List of activities in Myanmar.CSV,794
3165,cross_cutting_issues,#subsector+crosscut,List of activities in Myanmar.CSV,794
3166,budget_numeric,#budget+num,List of activities in Myanmar.CSV,794
3167,budget_currency,#budget+currency,List of activities in Myanmar.CSV,794
3168,budget_value_date,#date+budget,List of activities in Myanmar.CSV,794
3169,international_partners,,List of activities in Myanmar.CSV,794
3170,local_partners,#org+partner+local+list,List of activities in Myanmar.CSV,794
3171,prime_awardee,#org+prime,List of activities in Myanmar.CSV,794
3172,target_project_reach,#targeted+num,List of activities in Myanmar.CSV,794
3173,actual_project_reach,#reached+num,List of activities in Myanmar.CSV,794
3174,project_reach_unit,#targeted+type,List of activities in Myanmar.CSV,794
3175,target_groups,#targeted+description,List of activities in Myanmar.CSV,794
3176,geographic_scope,,List of activities in Myanmar.CSV,794
3177,location,#loc,List of activities in Myanmar.CSV,794
3178,project_website,#meta+url,List of activities in Myanmar.CSV,794
3179,date_provided,#date+provided,List of activities in Myanmar.CSV,794
3180,date_updated,#date+updated,List of activities in Myanmar.CSV,794
3181,status,#status+code,List of activities in Myanmar.CSV,794
3182,donors,#org+donor+list,List of activities in Myanmar.CSV,794
3183,humanitarian,,List of activities in Myanmar.CSV,794
3184,Year,#date+year,unhcr_persons_of_concern_residence_lca.csv.CSV,795
3185,Country / territory of asylum/residence,#country+residence,unhcr_persons_of_concern_residence_lca.csv.CSV,795
3186,Origin,#country+origin,unhcr_persons_of_concern_residence_lca.csv.CSV,795
3187,Refugees (incl. refugee-like situations),#affected+refugees,unhcr_persons_of_concern_residence_lca.csv.CSV,795
3188,Asylum-seekers (pending cases),#affected+asylum,unhcr_persons_of_concern_residence_lca.csv.CSV,795
3189,Returned refugees,#affected+returned_refugees,unhcr_persons_of_concern_residence_lca.csv.CSV,795
3190,Internally displaced persons (IDPs),#affected+idps,unhcr_persons_of_concern_residence_lca.csv.CSV,795
3191,Returned IDPs,#affected+returned_idps,unhcr_persons_of_concern_residence_lca.csv.CSV,795
3192,Stateless persons,#affected+stateless,unhcr_persons_of_concern_residence_lca.csv.CSV,795
3193,Others of concern,#affected+others,unhcr_persons_of_concern_residence_lca.csv.CSV,795
3194,Total Population,#affected+total,unhcr_persons_of_concern_residence_lca.csv.CSV,795
3195,Year,#date+year,unhcr_persons_of_concern_origin_kna.csv.CSV,796
3196,Country / territory of asylum/residence,#country+residence,unhcr_persons_of_concern_origin_kna.csv.CSV,796
3197,Origin,#country+origin,unhcr_persons_of_concern_origin_kna.csv.CSV,796
3198,Refugees (incl. refugee-like situations),#affected+refugees,unhcr_persons_of_concern_origin_kna.csv.CSV,796
3199,Asylum-seekers (pending cases),#affected+asylum,unhcr_persons_of_concern_origin_kna.csv.CSV,796
3200,Returned refugees,#affected+returned_refugees,unhcr_persons_of_concern_origin_kna.csv.CSV,796
3201,Internally displaced persons (IDPs),#affected+idps,unhcr_persons_of_concern_origin_kna.csv.CSV,796
3202,Returned IDPs,#affected+returned_idps,unhcr_persons_of_concern_origin_kna.csv.CSV,796
3203,Stateless persons,#affected+stateless,unhcr_persons_of_concern_origin_kna.csv.CSV,796
3204,Others of concern,#affected+others,unhcr_persons_of_concern_origin_kna.csv.CSV,796
3205,Total Population,#affected+total,unhcr_persons_of_concern_origin_kna.csv.CSV,796
3206,organization,#org+implementing+name,List of activities in Mali.CSV,797
3207,interaction_intervention_id,#meta+id+interaction,List of activities in Mali.CSV,797
3208,org_intervention_id,#meta+id+org,List of activities in Mali.CSV,797
3209,project_tags,#meta+tags,List of activities in Mali.CSV,797
3210,project_name,#activity+name,List of activities in Mali.CSV,797
3211,project_description,#activity+description,List of activities in Mali.CSV,797
3212,activities,#activity+details,List of activities in Mali.CSV,797
3213,additional_information,#meta+notes,List of activities in Mali.CSV,797
3214,start_date,#date+start,List of activities in Mali.CSV,797
3215,end_date,#date+end,List of activities in Mali.CSV,797
3216,sectors,#sector+list,List of activities in Mali.CSV,797
3217,cross_cutting_issues,#subsector+crosscut,List of activities in Mali.CSV,797
3218,budget_numeric,#budget+num,List of activities in Mali.CSV,797
3219,budget_currency,#budget+currency,List of activities in Mali.CSV,797
3220,budget_value_date,#date+budget,List of activities in Mali.CSV,797
3221,international_partners,,List of activities in Mali.CSV,797
3222,local_partners,#org+partner+local+list,List of activities in Mali.CSV,797
3223,prime_awardee,#org+prime,List of activities in Mali.CSV,797
3224,target_project_reach,#targeted+num,List of activities in Mali.CSV,797
3225,actual_project_reach,#reached+num,List of activities in Mali.CSV,797
3226,project_reach_unit,#targeted+type,List of activities in Mali.CSV,797
3227,target_groups,#targeted+description,List of activities in Mali.CSV,797
3228,geographic_scope,,List of activities in Mali.CSV,797
3229,location,#loc,List of activities in Mali.CSV,797
3230,project_website,#meta+url,List of activities in Mali.CSV,797
3231,date_provided,#date+provided,List of activities in Mali.CSV,797
3232,date_updated,#date+updated,List of activities in Mali.CSV,797
3233,status,#status+code,List of activities in Mali.CSV,797
3234,donors,#org+donor+list,List of activities in Mali.CSV,797
3235,humanitarian,,List of activities in Mali.CSV,797
3236,organization,#org+implementing+name,List of activities in Iraq.CSV,798
3237,interaction_intervention_id,#meta+id+interaction,List of activities in Iraq.CSV,798
3238,org_intervention_id,#meta+id+org,List of activities in Iraq.CSV,798
3239,project_tags,#meta+tags,List of activities in Iraq.CSV,798
3240,project_name,#activity+name,List of activities in Iraq.CSV,798
3241,project_description,#activity+description,List of activities in Iraq.CSV,798
3242,activities,#activity+details,List of activities in Iraq.CSV,798
3243,additional_information,#meta+notes,List of activities in Iraq.CSV,798
3244,start_date,#date+start,List of activities in Iraq.CSV,798
3245,end_date,#date+end,List of activities in Iraq.CSV,798
3246,sectors,#sector+list,List of activities in Iraq.CSV,798
3247,cross_cutting_issues,#subsector+crosscut,List of activities in Iraq.CSV,798
3248,budget_numeric,#budget+num,List of activities in Iraq.CSV,798
3249,budget_currency,#budget+currency,List of activities in Iraq.CSV,798
3250,budget_value_date,#date+budget,List of activities in Iraq.CSV,798
3251,international_partners,,List of activities in Iraq.CSV,798
3252,local_partners,#org+partner+local+list,List of activities in Iraq.CSV,798
3253,prime_awardee,#org+prime,List of activities in Iraq.CSV,798
3254,target_project_reach,#targeted+num,List of activities in Iraq.CSV,798
3255,actual_project_reach,#reached+num,List of activities in Iraq.CSV,798
3256,project_reach_unit,#targeted+type,List of activities in Iraq.CSV,798
3257,target_groups,#targeted+description,List of activities in Iraq.CSV,798
3258,geographic_scope,,List of activities in Iraq.CSV,798
3259,location,#loc,List of activities in Iraq.CSV,798
3260,project_website,#meta+url,List of activities in Iraq.CSV,798
3261,date_provided,#date+provided,List of activities in Iraq.CSV,798
3262,date_updated,#date+updated,List of activities in Iraq.CSV,798
3263,status,#status+code,List of activities in Iraq.CSV,798
3264,donors,#org+donor+list,List of activities in Iraq.CSV,798
3265,humanitarian,,List of activities in Iraq.CSV,798
3266,organization,#org+implementing+name,List of activities in Lebanon.CSV,799
3267,interaction_intervention_id,#meta+id+interaction,List of activities in Lebanon.CSV,799
3268,org_intervention_id,#meta+id+org,List of activities in Lebanon.CSV,799
3269,project_tags,#meta+tags,List of activities in Lebanon.CSV,799
3270,project_name,#activity+name,List of activities in Lebanon.CSV,799
3271,project_description,#activity+description,List of activities in Lebanon.CSV,799
3272,activities,#activity+details,List of activities in Lebanon.CSV,799
3273,additional_information,#meta+notes,List of activities in Lebanon.CSV,799
3274,start_date,#date+start,List of activities in Lebanon.CSV,799
3275,end_date,#date+end,List of activities in Lebanon.CSV,799
3276,sectors,#sector+list,List of activities in Lebanon.CSV,799
3277,cross_cutting_issues,#subsector+crosscut,List of activities in Lebanon.CSV,799
3278,budget_numeric,#budget+num,List of activities in Lebanon.CSV,799
3279,budget_currency,#budget+currency,List of activities in Lebanon.CSV,799
3280,budget_value_date,#date+budget,List of activities in Lebanon.CSV,799
3281,international_partners,,List of activities in Lebanon.CSV,799
3282,local_partners,#org+partner+local+list,List of activities in Lebanon.CSV,799
3283,prime_awardee,#org+prime,List of activities in Lebanon.CSV,799
3284,target_project_reach,#targeted+num,List of activities in Lebanon.CSV,799
3285,actual_project_reach,#reached+num,List of activities in Lebanon.CSV,799
3286,project_reach_unit,#targeted+type,List of activities in Lebanon.CSV,799
3287,target_groups,#targeted+description,List of activities in Lebanon.CSV,799
3288,geographic_scope,,List of activities in Lebanon.CSV,799
3289,location,#loc,List of activities in Lebanon.CSV,799
3290,project_website,#meta+url,List of activities in Lebanon.CSV,799
3291,date_provided,#date+provided,List of activities in Lebanon.CSV,799
3292,date_updated,#date+updated,List of activities in Lebanon.CSV,799
3293,status,#status+code,List of activities in Lebanon.CSV,799
3294,donors,#org+donor+list,List of activities in Lebanon.CSV,799
3295,humanitarian,,List of activities in Lebanon.CSV,799
3296,organization,#org+implementing+name,List of activities in Mozambique.CSV,800
3297,interaction_intervention_id,#meta+id+interaction,List of activities in Mozambique.CSV,800
3298,org_intervention_id,#meta+id+org,List of activities in Mozambique.CSV,800
3299,project_tags,#meta+tags,List of activities in Mozambique.CSV,800
3300,project_name,#activity+name,List of activities in Mozambique.CSV,800
3301,project_description,#activity+description,List of activities in Mozambique.CSV,800
3302,activities,#activity+details,List of activities in Mozambique.CSV,800
3303,additional_information,#meta+notes,List of activities in Mozambique.CSV,800
3304,start_date,#date+start,List of activities in Mozambique.CSV,800
3305,end_date,#date+end,List of activities in Mozambique.CSV,800
3306,sectors,#sector+list,List of activities in Mozambique.CSV,800
3307,cross_cutting_issues,#subsector+crosscut,List of activities in Mozambique.CSV,800
3308,budget_numeric,#budget+num,List of activities in Mozambique.CSV,800
3309,budget_currency,#budget+currency,List of activities in Mozambique.CSV,800
3310,budget_value_date,#date+budget,List of activities in Mozambique.CSV,800
3311,international_partners,,List of activities in Mozambique.CSV,800
3312,local_partners,#org+partner+local+list,List of activities in Mozambique.CSV,800
3313,prime_awardee,#org+prime,List of activities in Mozambique.CSV,800
3314,target_project_reach,#targeted+num,List of activities in Mozambique.CSV,800
3315,actual_project_reach,#reached+num,List of activities in Mozambique.CSV,800
3316,project_reach_unit,#targeted+type,List of activities in Mozambique.CSV,800
3317,target_groups,#targeted+description,List of activities in Mozambique.CSV,800
3318,geographic_scope,,List of activities in Mozambique.CSV,800
3319,location,#loc,List of activities in Mozambique.CSV,800
3320,project_website,#meta+url,List of activities in Mozambique.CSV,800
3321,date_provided,#date+provided,List of activities in Mozambique.CSV,800
3322,date_updated,#date+updated,List of activities in Mozambique.CSV,800
3323,status,#status+code,List of activities in Mozambique.CSV,800
3324,donors,#org+donor+list,List of activities in Mozambique.CSV,800
3325,humanitarian,,List of activities in Mozambique.CSV,800
3326,Year,#date+year,unhcr_persons_of_concern_residence_kna.csv.CSV,801
3327,Country / territory of asylum/residence,#country+residence,unhcr_persons_of_concern_residence_kna.csv.CSV,801
3328,Origin,#country+origin,unhcr_persons_of_concern_residence_kna.csv.CSV,801
3329,Refugees (incl. refugee-like situations),#affected+refugees,unhcr_persons_of_concern_residence_kna.csv.CSV,801
3330,Asylum-seekers (pending cases),#affected+asylum,unhcr_persons_of_concern_residence_kna.csv.CSV,801
3331,Returned refugees,#affected+returned_refugees,unhcr_persons_of_concern_residence_kna.csv.CSV,801
3332,Internally displaced persons (IDPs),#affected+idps,unhcr_persons_of_concern_residence_kna.csv.CSV,801
3333,Returned IDPs,#affected+returned_idps,unhcr_persons_of_concern_residence_kna.csv.CSV,801
3334,Stateless persons,#affected+stateless,unhcr_persons_of_concern_residence_kna.csv.CSV,801
3335,Others of concern,#affected+others,unhcr_persons_of_concern_residence_kna.csv.CSV,801
3336,Total Population,#affected+total,unhcr_persons_of_concern_residence_kna.csv.CSV,801
3337,organization,#org+implementing+name,List of activities in Honduras.CSV,802
3338,interaction_intervention_id,#meta+id+interaction,List of activities in Honduras.CSV,802
3339,org_intervention_id,#meta+id+org,List of activities in Honduras.CSV,802
3340,project_tags,#meta+tags,List of activities in Honduras.CSV,802
3341,project_name,#activity+name,List of activities in Honduras.CSV,802
3342,project_description,#activity+description,List of activities in Honduras.CSV,802
3343,activities,#activity+details,List of activities in Honduras.CSV,802
3344,additional_information,#meta+notes,List of activities in Honduras.CSV,802
3345,start_date,#date+start,List of activities in Honduras.CSV,802
3346,end_date,#date+end,List of activities in Honduras.CSV,802
3347,sectors,#sector+list,List of activities in Honduras.CSV,802
3348,cross_cutting_issues,#subsector+crosscut,List of activities in Honduras.CSV,802
3349,budget_numeric,#budget+num,List of activities in Honduras.CSV,802
3350,budget_currency,#budget+currency,List of activities in Honduras.CSV,802
3351,budget_value_date,#date+budget,List of activities in Honduras.CSV,802
3352,international_partners,,List of activities in Honduras.CSV,802
3353,local_partners,#org+partner+local+list,List of activities in Honduras.CSV,802
3354,prime_awardee,#org+prime,List of activities in Honduras.CSV,802
3355,target_project_reach,#targeted+num,List of activities in Honduras.CSV,802
3356,actual_project_reach,#reached+num,List of activities in Honduras.CSV,802
3357,project_reach_unit,#targeted+type,List of activities in Honduras.CSV,802
3358,target_groups,#targeted+description,List of activities in Honduras.CSV,802
3359,geographic_scope,,List of activities in Honduras.CSV,802
3360,location,#loc,List of activities in Honduras.CSV,802
3361,project_website,#meta+url,List of activities in Honduras.CSV,802
3362,date_provided,#date+provided,List of activities in Honduras.CSV,802
3363,date_updated,#date+updated,List of activities in Honduras.CSV,802
3364,status,#status+code,List of activities in Honduras.CSV,802
3365,donors,#org+donor+list,List of activities in Honduras.CSV,802
3366,humanitarian,,List of activities in Honduras.CSV,802
3367,organization,#org+implementing+name,List of activities in Liberia.CSV,803
3368,interaction_intervention_id,#meta+id+interaction,List of activities in Liberia.CSV,803
3369,org_intervention_id,#meta+id+org,List of activities in Liberia.CSV,803
3370,project_tags,#meta+tags,List of activities in Liberia.CSV,803
3371,project_name,#activity+name,List of activities in Liberia.CSV,803
3372,project_description,#activity+description,List of activities in Liberia.CSV,803
3373,activities,#activity+details,List of activities in Liberia.CSV,803
3374,additional_information,#meta+notes,List of activities in Liberia.CSV,803
3375,start_date,#date+start,List of activities in Liberia.CSV,803
3376,end_date,#date+end,List of activities in Liberia.CSV,803
3377,sectors,#sector+list,List of activities in Liberia.CSV,803
3378,cross_cutting_issues,#subsector+crosscut,List of activities in Liberia.CSV,803
3379,budget_numeric,#budget+num,List of activities in Liberia.CSV,803
3380,budget_currency,#budget+currency,List of activities in Liberia.CSV,803
3381,budget_value_date,#date+budget,List of activities in Liberia.CSV,803
3382,international_partners,,List of activities in Liberia.CSV,803
3383,local_partners,#org+partner+local+list,List of activities in Liberia.CSV,803
3384,prime_awardee,#org+prime,List of activities in Liberia.CSV,803
3385,target_project_reach,#targeted+num,List of activities in Liberia.CSV,803
3386,actual_project_reach,#reached+num,List of activities in Liberia.CSV,803
3387,project_reach_unit,#targeted+type,List of activities in Liberia.CSV,803
3388,target_groups,#targeted+description,List of activities in Liberia.CSV,803
3389,geographic_scope,,List of activities in Liberia.CSV,803
3390,location,#loc,List of activities in Liberia.CSV,803
3391,project_website,#meta+url,List of activities in Liberia.CSV,803
3392,date_provided,#date+provided,List of activities in Liberia.CSV,803
3393,date_updated,#date+updated,List of activities in Liberia.CSV,803
3394,status,#status+code,List of activities in Liberia.CSV,803
3395,donors,#org+donor+list,List of activities in Liberia.CSV,803
3396,humanitarian,,List of activities in Liberia.CSV,803
3397,organization,#org+implementing+name,List of activities in Namibia.CSV,804
3398,interaction_intervention_id,#meta+id+interaction,List of activities in Namibia.CSV,804
3399,org_intervention_id,#meta+id+org,List of activities in Namibia.CSV,804
3400,project_tags,#meta+tags,List of activities in Namibia.CSV,804
3401,project_name,#activity+name,List of activities in Namibia.CSV,804
3402,project_description,#activity+description,List of activities in Namibia.CSV,804
3403,activities,#activity+details,List of activities in Namibia.CSV,804
3404,additional_information,#meta+notes,List of activities in Namibia.CSV,804
3405,start_date,#date+start,List of activities in Namibia.CSV,804
3406,end_date,#date+end,List of activities in Namibia.CSV,804
3407,sectors,#sector+list,List of activities in Namibia.CSV,804
3408,cross_cutting_issues,#subsector+crosscut,List of activities in Namibia.CSV,804
3409,budget_numeric,#budget+num,List of activities in Namibia.CSV,804
3410,budget_currency,#budget+currency,List of activities in Namibia.CSV,804
3411,budget_value_date,#date+budget,List of activities in Namibia.CSV,804
3412,international_partners,,List of activities in Namibia.CSV,804
3413,local_partners,#org+partner+local+list,List of activities in Namibia.CSV,804
3414,prime_awardee,#org+prime,List of activities in Namibia.CSV,804
3415,target_project_reach,#targeted+num,List of activities in Namibia.CSV,804
3416,actual_project_reach,#reached+num,List of activities in Namibia.CSV,804
3417,project_reach_unit,#targeted+type,List of activities in Namibia.CSV,804
3418,target_groups,#targeted+description,List of activities in Namibia.CSV,804
3419,geographic_scope,,List of activities in Namibia.CSV,804
3420,location,#loc,List of activities in Namibia.CSV,804
3421,project_website,#meta+url,List of activities in Namibia.CSV,804
3422,date_provided,#date+provided,List of activities in Namibia.CSV,804
3423,date_updated,#date+updated,List of activities in Namibia.CSV,804
3424,status,#status+code,List of activities in Namibia.CSV,804
3425,donors,#org+donor+list,List of activities in Namibia.CSV,804
3426,humanitarian,,List of activities in Namibia.CSV,804
3427,Year,#date+year,unhcr-demographics-residing-cuw.csv.CSV,805
3428,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-cuw.csv.CSV,805
3429,Location Name,#loc+name,unhcr-demographics-residing-cuw.csv.CSV,805
3430,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-cuw.csv.CSV,805
3431,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-cuw.csv.CSV,805
3432,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-cuw.csv.CSV,805
3433,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-cuw.csv.CSV,805
3434,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-cuw.csv.CSV,805
3435,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-cuw.csv.CSV,805
3436,F: Unknown,#affected+f+other,unhcr-demographics-residing-cuw.csv.CSV,805
3437,F: Total,#affected+f+total,unhcr-demographics-residing-cuw.csv.CSV,805
3438,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-cuw.csv.CSV,805
3439,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-cuw.csv.CSV,805
3440,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-cuw.csv.CSV,805
3441,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-cuw.csv.CSV,805
3442,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-cuw.csv.CSV,805
3443,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-cuw.csv.CSV,805
3444,M: Unknown,#affected+m+other,unhcr-demographics-residing-cuw.csv.CSV,805
3445,M: Total,#affected+m+total,unhcr-demographics-residing-cuw.csv.CSV,805
3446,Overall total,#affected+all+total,unhcr-demographics-residing-cuw.csv.CSV,805
3447,Year,#date+year,unhcr-demographics-residing-afg.csv.CSV,806
3448,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-afg.csv.CSV,806
3449,Location Name,#loc+name,unhcr-demographics-residing-afg.csv.CSV,806
3450,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-afg.csv.CSV,806
3451,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-afg.csv.CSV,806
3452,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-afg.csv.CSV,806
3453,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-afg.csv.CSV,806
3454,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-afg.csv.CSV,806
3455,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-afg.csv.CSV,806
3456,F: Unknown,#affected+f+other,unhcr-demographics-residing-afg.csv.CSV,806
3457,F: Total,#affected+f+total,unhcr-demographics-residing-afg.csv.CSV,806
3458,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-afg.csv.CSV,806
3459,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-afg.csv.CSV,806
3460,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-afg.csv.CSV,806
3461,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-afg.csv.CSV,806
3462,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-afg.csv.CSV,806
3463,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-afg.csv.CSV,806
3464,M: Unknown,#affected+m+other,unhcr-demographics-residing-afg.csv.CSV,806
3465,M: Total,#affected+m+total,unhcr-demographics-residing-afg.csv.CSV,806
3466,Overall total,#affected+all+total,unhcr-demographics-residing-afg.csv.CSV,806
3467,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-afg.csv.CSV,807
3468,Origin,#country+origin,unhcr-resettlement-originating-afg.csv.CSV,807
3469,Year,#date+year,unhcr-resettlement-originating-afg.csv.CSV,807
3470,Value,#affected,unhcr-resettlement-originating-afg.csv.CSV,807
3471,Year,#date+year,unhcr-demographics-residing-alb.csv.CSV,808
3472,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-alb.csv.CSV,808
3473,Location Name,#loc+name,unhcr-demographics-residing-alb.csv.CSV,808
3474,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-alb.csv.CSV,808
3475,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-alb.csv.CSV,808
3476,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-alb.csv.CSV,808
3477,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-alb.csv.CSV,808
3478,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-alb.csv.CSV,808
3479,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-alb.csv.CSV,808
3480,F: Unknown,#affected+f+other,unhcr-demographics-residing-alb.csv.CSV,808
3481,F: Total,#affected+f+total,unhcr-demographics-residing-alb.csv.CSV,808
3482,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-alb.csv.CSV,808
3483,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-alb.csv.CSV,808
3484,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-alb.csv.CSV,808
3485,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-alb.csv.CSV,808
3486,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-alb.csv.CSV,808
3487,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-alb.csv.CSV,808
3488,M: Unknown,#affected+m+other,unhcr-demographics-residing-alb.csv.CSV,808
3489,M: Total,#affected+m+total,unhcr-demographics-residing-alb.csv.CSV,808
3490,Overall total,#affected+all+total,unhcr-demographics-residing-alb.csv.CSV,808
3491,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-alb.csv.CSV,809
3492,Origin,#country+origin,unhcr-resettlement-originating-alb.csv.CSV,809
3493,Year,#date+year,unhcr-resettlement-originating-alb.csv.CSV,809
3494,Value,#affected,unhcr-resettlement-originating-alb.csv.CSV,809
3495,Year,#date+year,unhcr-demographics-residing-dza.csv.CSV,810
3496,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-dza.csv.CSV,810
3497,Location Name,#loc+name,unhcr-demographics-residing-dza.csv.CSV,810
3498,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-dza.csv.CSV,810
3499,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-dza.csv.CSV,810
3500,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-dza.csv.CSV,810
3501,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-dza.csv.CSV,810
3502,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-dza.csv.CSV,810
3503,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-dza.csv.CSV,810
3504,F: Unknown,#affected+f+other,unhcr-demographics-residing-dza.csv.CSV,810
3505,F: Total,#affected+f+total,unhcr-demographics-residing-dza.csv.CSV,810
3506,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-dza.csv.CSV,810
3507,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-dza.csv.CSV,810
3508,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-dza.csv.CSV,810
3509,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-dza.csv.CSV,810
3510,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-dza.csv.CSV,810
3511,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-dza.csv.CSV,810
3512,M: Unknown,#affected+m+other,unhcr-demographics-residing-dza.csv.CSV,810
3513,M: Total,#affected+m+total,unhcr-demographics-residing-dza.csv.CSV,810
3514,Overall total,#affected+all+total,unhcr-demographics-residing-dza.csv.CSV,810
3515,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-dza.csv.CSV,811
3516,Origin,#country+origin,unhcr-resettlement-originating-dza.csv.CSV,811
3517,Year,#date+year,unhcr-resettlement-originating-dza.csv.CSV,811
3518,Value,#affected,unhcr-resettlement-originating-dza.csv.CSV,811
3519,Year,#date+year,unhcr-demographics-residing-ago.csv.CSV,812
3520,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-ago.csv.CSV,812
3521,Location Name,#loc+name,unhcr-demographics-residing-ago.csv.CSV,812
